,Title,Projects,Authors,Stars
6995,Linux,libgdx,libgdx,23100
6996,Linux,podman,containers,22900
6997,Linux,InvokeAI,invoke-ai,22700
6998,Linux,notable,notable,22500
6999,Linux,WindTerm,kingToolbox,22500
7000,Linux,cool-retro-term,Swordfish90,22000
7001,Linux,Awesome-Linux-Software,luong-komorebi,22000
7002,Linux,1Panel,1Panel-dev,21400
7003,Linux,raylib,raysan5,21300
7004,Linux,Warp,warpdotdev,20800
7005,Linux,keepassxc,keepassxreboot,20600
7006,Linux,chatbox,Bin-Huang,20500
7007,Linux,CS-Books,forthespada,20200
7008,Linux,FreeCAD,FreeCAD,18700
7009,Linux,wasmer,wasmerio,18400
7010,Linux,xbmc,xbmc,18200
7011,Linux,cli,spicetify,18000
7012,Linux,cosmopolitan,jart,17700
7013,Linux,sniffnet,GyulyVGC,17600
7014,Linux,brave-browser,brave,17500
7015,Linux,kivy,kivy,17500
7016,Linux,awesome-cs-books,imarvinle,17400
7017,Linux,How-To-Secure-A-Linux-Server,imthenachoman,17200
7018,Linux,nixpkgs,NixOS,17200
7019,Linux,BoostNote-Legacy,BoostIO,17100
7020,Linux,ish,ish-app,16700
7021,Linux,PEASS-ng,peass-ng,15600
7022,Linux,firefly-iii,firefly-iii,15600
7023,Linux,gvisor,google,15500
7024,Linux,Mailspring,Foundry376,15400
7025,Linux,ChatALL,sunner,15000
7026,Linux,redox,redox-os,15000
7027,Linux,brook,txthinking,14500
7028,Linux,yazi,sxyazi,14100
7029,Linux,polybar,polybar,14000
7030,Linux,electronic-wechat,geeeeeeeeek,13900
7031,Linux,CS-Base,xiaolincoder,13900
7032,Linux,dockerfiles,jessfraz,13600
7033,Linux,macOS-Simple-KVM,foxlet,13600
7034,Linux,electron-builder,electron-userland,13600
7035,Linux,Learn-Vim,iggredible,13500
7036,Linux,distributions,nodesource,13400
7037,Linux,openvpn-install,angristan,13300
7038,Linux,OpenRCT2,OpenRCT2,13300
7039,Linux,systemd,systemd,13000
7040,Localization (l10n),PythonRobotics,AtsushiSakai,22600
7041,Localization (l10n),formatjs,formatjs,14300
7042,Localization (l10n),SwiftGen,SwiftGen,9200
7043,Localization (l10n),Humanizer,Humanizr,8600
7044,Localization (l10n),lang,Laravel-Lang,7400
7045,Localization (l10n),cartographer,cartographer-project,7100
7046,Localization (l10n),weblate,WeblateOrg,4500
7047,Localization (l10n),js-lingui,lingui,4400
7048,Localization (l10n),relative-time-element,github,3400
7049,Localization (l10n),hybrids,hybridsjs,3000
7050,Localization (l10n),laravel-auth,jeremykenedy,3000
7051,Localization (l10n),rtabmap,introlab,2700
7052,Localization (l10n),next-translate,aralroca,2600
7053,Localization (l10n),intl,symfony,2600
7054,Localization (l10n),typesafe-i18n,ivanhofer,2200
7055,Localization (l10n),ever-traduora,ever-co,2000
7056,Localization (l10n),CppRobotics,onlytailei,1800
7057,Localization (l10n),Kimera-VIO,MIT-SPARK,1500
7058,Localization (l10n),stable-diffusion-webui-localization-zh_CN,dtlnor,1500
7059,Localization (l10n),iOSLocalizationEditor,igorkulman,1500
7060,Localization (l10n),pontoon,mozilla,1400
7061,Localization (l10n),tolgee-platform,tolgee,1400
7062,Localization (l10n),nice-slam,cvg,1400
7063,Localization (l10n),fluent,projectfluent,1400
7064,Localization (l10n),BartyCrouch,FlineDev,1400
7065,Localization (l10n),icu4x,unicode-org,1300
7066,Localization (l10n),laravel-lang,overtrue,1300
7067,Localization (l10n),LocalizationKit_iOS,willpowell8,1200
7068,Localization (l10n),monorepo,opral,1100
7069,Localization (l10n),SmartFormat,axuno,1100
7070,Localization (l10n),laravel-pt-BR-localization,lucascudo,1100
7071,Localization (l10n),fluent-rs,projectfluent,1100
7072,Localization (l10n),floam,wh200720041,1000
7073,Localization (l10n),mobility,shioyama,993
7074,Localization (l10n),Stringz,mohakapt,956
7075,Localization (l10n),cppreference2mshelp,myfreeer,956
7076,Localization (l10n),fluent.js,projectfluent,923
7077,Localization (l10n),EU4dll,matanki-saito,914
7078,Localization (l10n),workalendar,workalendar,902
7079,Localization (l10n),easy_localization,aissat,898
7080,Localization (l10n),Minecraft-Mod-Language-Package,CFPAOrg,895
7081,Localization (l10n),GVINS,HKUST-Aerial-Robotics,883
7082,Localization (l10n),cv-arxiv-daily,Vincentqyw,857
7083,Localization (l10n),sd-webui-bilingual-localization,journey-ad,851
7084,Localization (l10n),xivo,ucla-vision,850
7085,Localization (l10n),isaac_ros_visual_slam,NVIDIA-ISAAC-ROS,849
7086,Localization (l10n),direct_lidar_odometry,vectr-ucla,847
7087,Localization (l10n),translate,translate,838
7088,Localization (l10n),frenchkiss.js,koala-interactive,801
7089,Localization (l10n),hdl_localization,koide3,794
7090,Localization (l10n),dynamic_robot_localization,carlosmccosta,788
7091,Localization (l10n),ai-imu-dr,mbrossar,785
7092,Localization (l10n),odas,introlab,771
7093,Localization (l10n),R-VIO,rpng,739
7094,Localization (l10n),libsurvive,cntools,727
7095,Localization (l10n),docs-l10n,tensorflow,716
7096,Localization (l10n),LARVIO,PetWorm,709
7097,Localization (l10n),laravel-translation,joedixon,698
7098,Localization (l10n),lyricist,adrielcafe,690
7099,Localization (l10n),awesome-audio-visual,krantiparida,650
7100,Localization (l10n),PointTinyBenchmark,ucas-vg,647
7101,Localization (l10n),eagleye,MapIV,646
7102,Localization (l10n),deep-learning-localization-mapping,changhao-chen,629
7103,Localization (l10n),Laravel-JS-Localization,rmariuzzo,594
7104,Localization (l10n),Localizable.strings2Excel,CatchZeng,582
7105,Localization (l10n),AndroidLocalizePlugin,Airsaid,581
7106,Localization (l10n),tolk,tolk,580
7107,Localization (l10n),ov2slam,ov2slam,578
7108,Localization (l10n),FAST_LIO_LOCALIZATION,HViktorTsoi,575
7109,Localization (l10n),iscloam,wh200720041,569
7110,Localization (l10n),CheXNet,arnoweng,562
7111,Localization (l10n),direct_lidar_inertial_odometry,vectr-ucla,556
7112,Localization (l10n),Westwind.Globalization,RickStrahl,544
7113,Localization (l10n),intl-messageformat,formatjs,530
7114,Localization (l10n),Patch-NetVLAD,QVPR,521
7115,Localization (l10n),JuliaZH.jl,JuliaCN,510
7116,Localization (l10n),flutter.cn,cfug,510
7117,Localization (l10n),lingver,YarikSOffice,509
7118,Localization (l10n),lidarslam_ros2,rsasaki0109,506
7119,Localization (l10n),ava-docs,avajs,501
7120,Lua,neovim,neovim,81300
7121,Lua,lede,coolsnowwolf,29400
7122,Lua,NvChad,NvChad,24200
7123,Lua,SpaceVim,SpaceVim,20200
7124,Lua,cocos2d-x,cocos2d,18100
7125,Lua,LunarVim,LunarVim,18000
7126,Lua,ip2region,lionsoul2014,16800
7127,Lua,telescope.nvim,nvim-telescope,15300
7128,Lua,annoy,spotify,13100
7129,Lua,AstroNvim,AstroNvim,12400
7130,Lua,hammerspoon,Hammerspoon,11800
7131,Lua,minetest,minetest,10600
7132,Lua,TabNine,codota,10500
7133,Lua,nmap,nmap,9800
7134,Lua,xmake,xmake-io,9800
7135,Lua,awesomo,lk-geimfari,9400
7136,Lua,xLua,Tencent,9300
7137,Lua,packer.nvim,wbthomason,7800
7138,Lua,nodemcu-firmware,nodemcu,7600
7139,Lua,mason.nvim,williamboman,7500
7140,Lua,conky,brndnmtthws,7100
7141,Lua,nvim-tree.lua,nvim-tree,7000
7142,Lua,awesome,awesomeWM,6300
7143,Lua,neorg,nvim-neorg,6300
7144,Lua,gopher-lua,yuin,6200
7145,Lua,sysbench,akopytov,6000
7146,Lua,lualine.nvim,nvim-lualine,5900
7147,Lua,nvim-lua-guide,nanotee,5800
7148,Lua,WickedEngine,turanszkij,5700
7149,Lua,trouble.nvim,folke,5300
7150,Lua,nvim,catppuccin,5300
7151,Lua,which-key.nvim,folke,5100
7152,Lua,cuberite,cuberite,5000
7153,Lua,gitsigns.nvim,lewis6991,4900
7154,Lua,love,love2d,4800
7155,Lua,mini.nvim,echasnovski,4800
7156,Lua,lite-xl,lite-xl,4700
7157,Lua,PlotJuggler,facontidavide,4300
7158,Lua,vis,martanne,4200
7159,Lua,toggleterm.nvim,akinsho,4100
7160,Lua,sol2,ThePhD,4100
7161,Lua,kanagawa.nvim,rebelot,4100
7162,Lua,defold,defold,4000
7163,Lua,kaitai_struct,kaitai-io,4000
7164,Lua,luau,luau-lang,3900
7165,Lua,Comment.nvim,numToStr,3800
7166,Lua,luvit,luvit,3800
7167,Lua,LuaViewSDK,alibaba,3700
7168,Lua,Artificial-Intelligence-Deep-Learning-Machine-Learning-Tutorials,TarrySingh,3700
7169,Lua,neo-tree.nvim,nvim-neo-tree,3600
7170,Lua,spring,spring,3500
7171,Lua,nginx-resources,fcambus,3500
7172,Lua,vulscan,scipag,3400
7173,Lua,lspsaga.nvim,nvimdev,3400
7174,Lua,bufferline.nvim,akinsho,3400
7175,Lua,tarantool,tarantool,3400
7176,Lua,mpv.net,mpvnet-player,3400
7177,Lua,LuaSnip,L3MON4D3,3300
7178,Lua,luban,focus-creative-games,3300
7179,Lua,blog,a327ex,3200
7180,Lua,lua-language-server,LuaLS,3200
7181,Lua,luarocks,luarocks,3200
7182,Lua,awesome-love2d,love2d-community,3200
7183,Lua,cdn-up-and-running,leandromoreira,3200
7184,Lua,moonscript,leafo,3200
7185,Lua,premake-core,premake,3200
7186,Lua,nvim-autopairs,windwp,3100
7187,Lua,klipse,viebel,3100
7188,Lua,lapis,leafo,3100
7189,Lua,nvim-surround,kylechui,3100
7190,Lua,awesome-copycats,lcpz,3100
7191,Lua,nightfox.nvim,EdenEast,3000
7192,Lua,weechat,weechat,2900
7193,Lua,cpp-game-engine-book,ThisisGame,2900
7194,Lua,REFramework,praydog,2800
7195,Lua,algernon,xyproto,2700
7196,Lua,vfox,version-fox,2700
7197,Lua,plenary.nvim,nvim-lua,2600
7198,Lua,ZeroBraneStudio,pkulchenko,2600
7199,Lua,awesome-PICO-8,pico-8,2600
7200,Machine learning,tensorflow,tensorflow,185000
7201,Machine learning,transformers,huggingface,131000
7202,Machine learning,pytorch,pytorch,81700
7203,Machine learning,netdata,netdata,70300
7204,Machine learning,ML-For-Beginners,microsoft,68900
7205,Machine learning,cs-video-courses,Developer-Y,66300
7206,Machine learning,keras,keras-team,61500
7207,Machine learning,d2l-zh,d2l-ai,60900
7208,Machine learning,tesseract,tesseract-ocr,60600
7209,Machine learning,scikit-learn,scikit-learn,59300
7210,Machine learning,awesome-scalability,binhnguyennus,57900
7211,Machine learning,annotated_deep_learning_paper_implementations,labmlai,53400
7212,Machine learning,face_recognition,ageitgey,52800
7213,Machine learning,faceswap,deepfakes,50300
7214,Machine learning,yolov5,ultralytics,49400
7215,Machine learning,julia,JuliaLang,45400
7216,Machine learning,100-Days-Of-ML-Code,Avik-Jain,44400
7217,Machine learning,TensorFlow-Examples,aymericdamien,43300
7218,Machine learning,Made-With-ML,GokuMohandas,37000
7219,Machine learning,Open-Assistant,LAION-AI,36900
7220,Machine learning,llm-course,mlabonne,36600
7221,Machine learning,airflow,apache,36100
7222,Machine learning,DeepSpeed,microsoft,34500
7223,Machine learning,photoprism,photoprism,34400
7224,Machine learning,streamlit,streamlit,34400
7225,Machine learning,caffe,BVLC,34000
7226,Machine learning,AI-For-Beginners,microsoft,33900
7227,Machine learning,google-research,google-research,33700
7228,Machine learning,ray,ray-project,32800
7229,Machine learning,gradio,gradio-app,31900
7230,Machine learning,Coursera-ML-AndrewNg-Notes,fengdu78,31400
7231,Machine learning,openpose,CMU-Perceptual-Computing-Lab,30700
7232,Machine learning,C-Plus-Plus,TheAlgorithms,30000
7233,Machine learning,spaCy,explosion,29600
7234,Machine learning,OpenBB,OpenBB-finance,29500
7235,Machine learning,AI-Expert-Roadmap,AMAI-GmbH,28900
7236,Machine learning,machine-learning-for-software-engineers,ZuzooVn,28000
7237,Machine learning,ultralytics,ultralytics,27900
7238,Machine learning,pytorch-lightning,Lightning-AI,27900
7239,Machine learning,netron,lutzroeder,27400
7240,Machine learning,applied-ml,eugeneyan,27100
7241,Machine learning,data-science-ipython-notebooks,donnemartin,27000
7242,Machine learning,mediapipe,google-ai-edge,26700
7243,Machine learning,mindsdb,mindsdb,26100
7244,Machine learning,fastai,fastai,26100
7245,Machine learning,xgboost,dmlc,26000
7246,Machine learning,DeepFaceLive,iperov,25800
7247,Machine learning,awesome-deep-learning-papers,terryum,25300
7248,Machine learning,handson-ml,ageron,25200
7249,Machine learning,DeepSpeech,mozilla,25000
7250,Machine learning,awesome-datascience,academic,24600
7251,Machine learning,CLIP,openai,24400
7252,Machine learning,ML-From-Scratch,eriklindernoren,23800
7253,Machine learning,pumpkin-book,datawhalechina,23700
7254,Machine learning,awesome-deep-learning,ChristosChristofidis,23500
7255,Machine learning,EasyOCR,JaidedAI,23500
7256,Machine learning,WaveFunctionCollapse,mxgmn,23200
7257,Machine learning,d2l-en,d2l-ai,23000
7258,Machine learning,homemade-machine-learning,trekhleb,22900
7259,Machine learning,mojo,modularml,22800
7260,Machine learning,NLP-progress,sebastianruder,22500
7261,Machine learning,shap,shap,22400
7262,Machine learning,Paddle,PaddlePaddle,22000
7263,Machine learning,fastbook,fastai,21400
7264,Machine learning,100-Days-Of-ML-Code,MLEveryday,21000
7265,Machine learning,learnopencv,spmallick,21000
7266,Machine learning,jina,jina-ai,20800
7267,Machine learning,pytorch-handbook,zergtant,20000
7268,Machine learning,qdrant,qdrant,19700
7269,Machine learning,500-AI-Machine-learning-Deep-learning-Computer-vision-NLP-Projects-with-code,ashishpatel26,19400
7270,Machine learning,datasets,huggingface,18900
7271,Machine learning,paperless-ngx,paperless-ngx,18900
7272,Machine learning,C,TheAlgorithms,18800
7273,Machine learning,recommenders,recommenders-team,18700
7274,Machine learning,rasa,RasaHQ,18600
7275,Machine learning,supervision,roboflow,18500
7276,Machine learning,tfjs,tensorflow,18300
7277,Machine learning,mlflow,mlflow,18200
7278,Machine learning,gun,amark,18000
7279,Machine learning,onnx,onnx,17600
7280,macOS,flutter,flutter,164000
7281,macOS,the-art-of-command-line,jlevy,152000
7282,macOS,node,nodejs,106000
7283,macOS,awesome-mac,jaywcjlove,74500
7284,macOS,atom,atom,60100
7285,macOS,alacritty,alacritty,55400
7286,macOS,ChatGPT,lencx,52100
7287,macOS,tldr,tldr-pages,50200
7288,macOS,mkcert,FiloSottile,48200
7289,macOS,marktext,marktext,46200
7290,macOS,Motrix,agalwood,44800
7291,macOS,PowerShell,PowerShell,44500
7292,macOS,hyper,vercel,43200
7293,macOS,Docker-OSX,sickcodes,42600
7294,macOS,open-source-mac-os-apps,serhii-londar,40900
7295,macOS,brew,Homebrew,40700
7296,macOS,edex-ui,GitSquared,40500
7297,macOS,iina,iina,37600
7298,macOS,nativefier,nativefier,34800
7299,macOS,ShadowsocksX-NG,shadowsocks,32299
7300,macOS,dotfiles,mathiasbynens,30100
7301,macOS,awesome-macos-command-line,herrbischoff,28800
7302,macOS,YesPlayMusic,qier222,28700
7303,macOS,spotube,KRTirtho,28500
7304,macOS,MonitorControl,MonitorControl,27200
7305,macOS,DevToys,DevToys-app,26600
7306,macOS,UTM,utmapp,26200
7307,macOS,Avalonia,AvaloniaUI,25100
7308,macOS,SDWebImage,SDWebImage,25000
7309,macOS,nylas-mail,nylas,24800
7310,macOS,autocomplete,withfig,24500
7311,macOS,stats,exelban,24400
7312,macOS,Wox,Wox-launcher,24300
7313,macOS,wails,wailsapp,24200
7314,macOS,Kingfisher,onevcat,23100
7315,macOS,InvokeAI,invoke-ai,22700
7316,macOS,WeChatExtension-ForMac,MustangYM,22200
7317,macOS,cool-retro-term,Swordfish90,22000
7318,macOS,macOS-Security-and-Privacy-Guide,drduh,21200
7319,macOS,Warp,warpdotdev,20800
7320,macOS,CodeEdit,CodeEditApp,20800
7321,macOS,keepassxc,keepassxreboot,20600
7322,macOS,chatbox,Bin-Huang,20500
7323,macOS,config,nikitavoloboev,20500
7324,macOS,OSX-KVM,kholia,19900
7325,macOS,appium,appium,18600
7326,macOS,Karabiner-Elements,pqrs-org,18500
7327,macOS,BetterDisplay,waydabber,18500
7328,macOS,colima,abiosoft,18400
7329,macOS,wasmer,wasmerio,18400
7330,macOS,xbmc,xbmc,18200
7331,macOS,cli,spicetify,18000
7332,macOS,Kap,wulkano,17900
7333,macOS,sniffnet,GyulyVGC,17600
7334,macOS,brave-browser,brave,17500
7335,macOS,kivy,kivy,17500
7336,macOS,MMKV,Tencent,17200
7337,macOS,Best-App,hzlzh,17200
7338,macOS,BoostNote-Legacy,BoostIO,17100
7339,macOS,OpenEmu,OpenEmu,16100
7340,macOS,awesome-macOS,iCHAIT,15800
7341,macOS,BackgroundMusic,kyleneideck,15800
7342,macOS,gopeed,GopeedLab,15600
7343,macOS,ChatALL,sunner,15000
7344,macOS,lima,lima-vm,14900
7345,macOS,BlackHole,ExistentialAudio,14800
7346,macOS,Amethyst,ianyh,14600
7347,macOS,brook,txthinking,14500
7348,macOS,Mos,Caldis,14300
7349,macOS,textmate,textmate,14200
7350,macOS,yazi,sxyazi,14100
7351,macOS,WeChatPlugin-MacOS,TKkk-iOSer,14100
7352,macOS,SwifterSwift,SwifterSwift,13900
7353,macOS,electronic-wechat,geeeeeeeeek,13900
7354,macOS,macOS-Simple-KVM,foxlet,13600
7355,macOS,electron-builder,electron-userland,13600
7356,macOS,macos-virtualbox,myspaghetti,13500
7357,macOS,CocoaLumberjack,CocoaLumberjack,13200
7358,macOS,DearPyGui,hoffstadt,12900
7359,macOS,glfw,glfw,12800
7360,Markdown,prettier,prettier,49000
7361,Markdown,jekyll,jekyll,48900
7362,Markdown,rich,Textualize,48800
7363,Markdown,marktext,marktext,46200
7364,Markdown,AFFiNE,toeverything,39500
7365,Markdown,pandoc,jgm,33800
7366,Markdown,marked,markedjs,32700
7367,Markdown,slidev,slidevjs,32500
7368,Markdown,logseq,logseq,31800
7369,Markdown,GitHubDaily,GitHubDaily,31700
7370,Markdown,memos,usememos,29800
7371,Markdown,docsify,docsifyjs,27300
7372,Markdown,gitbook,GitbookIO,26900
7373,Markdown,wiki,requarks,24300
7374,Markdown,notable,notable,22500
7375,Markdown,stackedit,benweet,21600
7376,Markdown,github-profile-readme-generator,rahuldkjain,21000
7377,Markdown,mkdocs,mkdocs,19000
7378,Markdown,siyuan,siyuan-note,18000
7379,Markdown,markdown-it,markdown-it,17900
7380,Markdown,koodo-reader,koodo-reader,17700
7381,Markdown,mdx,mdx-js,17300
7382,Markdown,tui.editor,nhn,17100
7383,Markdown,glow,charmbracelet,15700
7384,Markdown,foam,foambubble,15200
7385,Markdown,parsedown,erusev,14700
7386,Markdown,grav,getgrav,14400
7387,Markdown,showdown,showdownjs,14200
7388,Markdown,chinese-copywriting-guidelines,sparanoid,14200
7389,Markdown,editor.md,pandao,13800
7390,Markdown,gollum,gollum,13700
7391,Markdown,zola,getzola,13300
7392,Markdown,markdown-badges,Ileriayo,12900
7393,Markdown,react-markdown,remarkjs,12900
7394,Markdown,remark,gnab,12700
7395,Markdown,vitepress,vuejs,12400
7396,Markdown,emoji-cheat-sheet,ikatyang,12200
7397,Markdown,seafile,haiwen,12100
7398,Markdown,firecrawl,mendableai,11900
7399,Markdown,vnote,vnotex,11700
7400,Markdown,tinacms,tinacms,11700
7401,Markdown,mdx-deck,jxnblk,11300
7402,Markdown,typecho,typecho,11200
7403,Markdown,nextra,shuding,11200
7404,Markdown,stylelint,stylelint,11000
7405,Markdown,beautify-github-profile,rzashakeri,10900
7406,Markdown,kodluyoruz-frontend-101-egitimi,hakanyalcinkaya,10400
7407,Markdown,nodeppt,ksky521,10300
7408,Markdown,Badges4-README.md-Profile,alexandresanlim,10200
7409,Markdown,Zettlr,Zettlr,10100
7410,Markdown,shiki,shikijs,9600
7411,Markdown,slides,maaslalani,9600
7412,Markdown,macdown,MacDownApp,9400
7413,Markdown,codimd,hackmdio,9200
7414,Markdown,craftinginterpreters,munificent,8700
7415,Markdown,milkdown,Milkdown,8700
7416,Markdown,Notepads,0x7c13,8600
7417,Markdown,turndown,mixmark-io,8600
7418,Markdown,vditor,Vanessa219,8200
7419,Markdown,dillinger,joemccann,7900
7420,Markdown,metalsmith,metalsmith,7800
7421,Markdown,wxParse,icindy,7700
7422,Markdown,marp,marp-team,7600
7423,Markdown,remark,remarkjs,7500
7424,Markdown,github-changelog-generator,github-changelog-generator,7400
7425,Markdown,markdoc,markdoc,7200
7426,Markdown,README,guodongxiaren,6800
7427,Markdown,reor,reorproject,6800
7428,Markdown,dendron,dendronhq,6600
7429,Markdown,markdown-preview.nvim,iamcco,6600
7430,Markdown,nb,xwmx,6600
7431,Markdown,jupytext,mwouts,6600
7432,Markdown,mavonEditor,hinesboy,6400
7433,Markdown,sphinx,sphinx-doc,6400
7434,Markdown,code-surfer,pomber,6300
7435,Markdown,pandoc-latex-template,Wandmalfarbe,6100
7436,Markdown,keep-a-changelog,olivierlacan,6100
7437,Markdown,reference,Fechin,6000
7438,Markdown,remarkable,jonschlinkert,5700
7439,Markdown,yn,purocean,5600
7440,Mastodon,mastodon,mastodon,46600
7441,Mastodon,elk,elk-zone,5300
7442,Mastodon,IceCubesApp,Dimillian,5300
7443,Mastodon,gotosocial,superseriousbusiness,3600
7444,Mastodon,Twidere-Android,TwidereProject,2800
7445,Mastodon,Tusky,tuskyapp,2400
7446,Mastodon,mastodon-ios,mastodon,2000
7447,Mastodon,wayback,wabarc,1700
7448,Mastodon,documentation,mastodon,1700
7449,Mastodon,mastodon-android,mastodon,1700
7450,Mastodon,toot,ihabunek,1100
7451,Mastodon,pinafore,nolanlawson,1000
7452,Mastodon,phanpy,cheeaun,994
7453,Mastodon,GuideToMastodon,joyeusenoelle,918
7454,Mastodon,academics-on-mastodon,nathanlesage,908
7455,Mastodon,whalebird-desktop,h3poteto,895
7456,Mastodon,awesome-mastodon,tleb,883
7457,Mastodon,Mastodon.py,halcy,874
7458,Mastodon,rustodon,rustodon,869
7459,Mastodon,iKy,kennbroorg,811
7460,Mastodon,mastodon-twitter-poster,renatolond,808
7461,Mastodon,pingme,kha7iq,744
7462,Mastodon,masto.js,neet,726
7463,Mastodon,metatext,metabolist,725
7464,Mastodon,go-mastodon,mattn,600
7465,Mastodon,moshidon,LucasGGamerM,594
7466,Mastodon,megalodon,sk22,548
7467,Mastodon,Tuba,GeopJr,538
7468,Mastodon,sengi,NicolasConstant,529
7469,Mastodon,Ebou,terhechte,528
7470,Mastodon,ca-dmv-bot,rjindael,502
7471,Mastodon,social,nextcloud,488
7472,Mastodon,Kaiteki,Kaiteki-Fedi,488
7473,Mastodon,awesome-fediverse,emilebosch,484
7474,Mastodon,aardwolf,Aardwolf-Social,479
7475,Mastodon,wordpress-activitypub,Automattic,476
7476,Mastodon,postmarks,ckolderup,465
7477,Mastodon,make-my-server,tomMoulard,462
7478,Mastodon,social-media-hacker-list,MobileFirstLLC,460
7479,Mastodon,tut,RasmusLindroth,443
7480,Mastodon,granary,snarfed,432
7481,Mastodon,neodb,neodb-social,421
7482,Mastodon,tootle,bleakgrey,404
7483,Mastodon,dockerfiles,Wonderfall,392
7484,Mastodon,Mstdn,rhysd,389
7485,Mastodon,DodoForMastodon,AndroidDev-social,384
7486,Mastodon,elk-native,elk-zone,375
7487,Mastodon,streetpass,tvler,366
7488,Mastodon,TootSDK,TootSDK,364
7489,Mastodon,moa,FedStoa,355
7490,Mastodon,feedpushr,ncarlier,338
7491,Mastodon,TangerineUI-for-Mastodon,nileane,329
7492,Mastodon,DOStodon,SuperIlu,307
7493,Mastodon,FediFetcher,nanos,304
7494,Mastodon,kitsune,kitsune-soc,302
7495,Mastodon,macstodon,smallsco,284
7496,Mastodon,self-hosted-docker-server-templates,norweeg,283
7497,Mastodon,TheDesk,cutls,280
7498,Mastodon,Activity-Relay,yukimochi,278
7499,Mastodon,tootstream,magicalraccoon,259
7500,Mastodon,mastodon-simplified-federation,rugk,251
7501,Mastodon,MastodonKit,MastodonKit,249
7502,Mastodon,Milktea,pantasystem,248
7503,Mastodon,mastodon-twitter-sync,klausi,245
7504,Mastodon,megalodon,h3poteto,244
7505,Mastodon,instances,TheKinrar,240
7506,Mastodon,joinmastodon,mastodon,240
7507,Mastodon,SubwayTooter,tateisu,233
7508,Mastodon,Masto,C3n7ral051nt4g3ncy,233
7509,Mastodon,pub,davecheney,232
7510,Mastodon,app,tooot-app,231
7511,Mastodon,Shitter,nuclearfog,230
7512,Mastodon,mastodon-e2ee-specification,soatok,204
7513,Mastodon,go-blurhash,buckket,194
7514,Mastodon,madonctl,McKael,193
7515,Mastodon,rust-trending,pbzweihander,192
7516,Mastodon,mastodon-bot,yogthos,192
7517,Mastodon,twitodon,lucyllewy,188
7518,Mastodon,hyperspace,hyperspacedev,182
7519,Mastodon,mastodon-api,mastodon,175
7520,Material Design,flutter,flutter,164000
7521,Material Design,material-ui,mui,93100
7522,Material Design,awesome-flutter,Solido,52800
7523,Material Design,ionic-framework,ionic-team,50900
7524,Material Design,material-design-icons,google,50400
7525,Material Design,vuetify,vuetifyjs,39600
7526,Material Design,materialize,Dogfalo,38900
7527,Material Design,material-design-lite,google,32299
7528,Material Design,quasar,quasarframework,25700
7529,Material Design,components,angular,24300
7530,Material Design,mdb-ui-kit,mdbootstrap,24100
7531,Material Design,Hero,HeroTransitions,22000
7532,Material Design,FlutterExampleApps,iampawan,20400
7533,Material Design,mkdocs-material,squidfunk,19900
7534,Material Design,material-dialogs,afollestad,19700
7535,Material Design,framework7,framework7io,18000
7536,Material Design,material-components-web,material-components,17100
7537,Material Design,material,angular,16500
7538,Material Design,material-components-android,material-components,16200
7539,Material Design,MaterialDesignInXamlToolkit,MaterialDesignInXAML,15000
7540,Material Design,design-blocks,froala,13500
7541,Material Design,TW-Elements,mdbootstrap,12800
7542,Material Design,react-native-paper,callstack,12700
7543,Material Design,Material,CosmicMind,12000
7544,Material Design,bootstrap-table,wenzhixin,11700
7545,Material Design,MaterialDrawer,mikepenz,11700
7546,Material Design,vsc-material-theme,material-theme,11200
7547,Material Design,animated-tab-bar,Ramotion,11100
7548,Material Design,material-dashboard,creativetimofficial,11000
7549,Material Design,MaterialDesign,Templarian,11000
7550,Material Design,AppIntro,AppIntro,10500
7551,Material Design,Seal,JunkFood02,10400
7552,Material Design,folding-cell,Ramotion,10200
7553,Material Design,vue-material,vuematerial,9900
7554,Material Design,Android-ObservableScrollView,ksoichiro,9700
7555,Material Design,material-design-for-bootstrap,mdbootstrap,9300
7556,Material Design,material-web,material-components,9100
7557,Material Design,MaterialDesignLibrary,navasmdc,9000
7558,Material Design,Android_Data,Freelander,8700
7559,Material Design,react-toolbox,react-toolbox,8700
7560,Material Design,BottomBar,roughike,8400
7561,Material Design,material-shell,material-shell,7300
7562,Material Design,hexo-theme-fluid,fluid-dev,7200
7563,Material Design,Timber,naman14,7000
7564,Material Design,JFoenix,sshahine,6300
7565,Material Design,material-kit,creativetimofficial,5900
7566,Material Design,MaterialFiles,zhanghai,5700
7567,Material Design,expanding-collection,Ramotion,5600
7568,Material Design,Alerter,Tapadoo,5500
7569,Material Design,TapTargetView,KeepSafe,5400
7570,Material Design,AmazeFileManager,TeamAmaze,5200
7571,Material Design,hexo-theme-matery,blinkfox,5200
7572,Material Design,Android-Iconics,mikepenz,5200
7573,Material Design,Ehviewer,Ehviewer-Overhauled,5100
7574,Material Design,folding-cell-android,Ramotion,4900
7575,Material Design,varlet,varletjs,4900
7576,Material Design,react-native-material-kit,xinthink,4800
7577,Material Design,material-components-ios,material-components,4700
7578,Material Design,AppManager,MuntashirAkon,4700
7579,Material Design,ReadYou,Ashinch,4700
7580,Material Design,MaterialDateTimePicker,wdullaer,4700
7581,Material Design,Douya,zhanghai,4500
7582,Material Design,KeePassDX,Kunzisoft,4500
7583,Material Design,qksms,moezbhatti,4500
